Código	Cuenta	Nivel	Primer Nivel
114019904	Textiles y vestuario	6	ACTIVO
114019905	Útiles y materiales de limpieza	6	ACTIVO
114019906	Útiles y materiales de resguardo y seguridad	6	ACTIVO
114019907	Útiles y materiales de cocina y comedor	6	ACTIVO
114019999	Otros útiles, materiales y suministros diversos	6	ACTIVO
11402	Bienes para la venta	4	ACTIVO
1140202	Productos terminados	5	ACTIVO
114020201	Productos agropecuarios y forestales	6	ACTIVO
114020202	Alcoholes y licores	6	ACTIVO
114020203	Productos derivados del petróleo	6	ACTIVO
114020204	Agua	6	ACTIVO
114020205	Energía eléctrica	6	ACTIVO
114020299	Otros productos terminados	6	ACTIVO
1140203	Construcciones terminadas	5	ACTIVO
114020301	Construcciones terminadas de edificios	6	ACTIVO
114020399	Otras construcciones terminadas	6	ACTIVO
1140204	Bienes adquiridos para la venta	5	ACTIVO
114020401	Productos químicos y conexos adquiridos para la venta	6	ACTIVO
114020402	Productos agropecuarios y alimentos adquiridos para la venta	6	ACTIVO
114020403	Materiales y productos de uso en la construcción y mantenimiento adquiridos para la venta	6	ACTIVO
114020404	Herramientas, repuestos y accesorios adquiridos para la venta	6	ACTIVO
114020405	Productos de papel, cartón, impresos y monedas	6	ACTIVO
114020499	Otros bienes adquiridos para la venta	6	ACTIVO
1140299	Otros bienes destinados a la venta	5	ACTIVO
114029901	Propiedades, planta y equipos destinados a la venta	6	ACTIVO
114029902	Propiedades de inversión destinadas a la venta	6	ACTIVO
114029908	Bienes intangibles destinados a la venta	6	ACTIVO
11403	Materias primas y bienes en producción	4	ACTIVO
1140301	Materias primas	5	ACTIVO
114030101	Bienes agropecuarios y forestales	6	ACTIVO
114030102	Alcoholes y licores	6	ACTIVO
114030103	Productos derivados del petróleo	6	ACTIVO
114030104	Agua	6	ACTIVO
114030105	Energía eléctrica	6	ACTIVO
114030199	Otras materias primas	6	ACTIVO
1140302	Productos en proceso	5	ACTIVO
114030201	Productos agropecuarios y forestales	6	ACTIVO
114030202	Alcoholes y licores	6	ACTIVO
114030203	Productos derivados del petróleo	6	ACTIVO
114030204	Agua	6	ACTIVO
114030205	Energía eléctrica	6	ACTIVO
114030299	Otros productos y servicios en proceso	6	ACTIVO
1140303	Construcciones en proceso	5	ACTIVO
114030301	Construcciones en proceso de edificios	6	ACTIVO
114030311	Producción y crecimiento de semovientes	6	ACTIVO
114030399	Otras construcciones en proceso	6	ACTIVO
11404	Bienes a Transferir sin contraprestación - Donaciones	4	ACTIVO
1140401	Materiales y suministros para transferir	5	ACTIVO
114040101	Productos químicos y conexos para transferir	6	ACTIVO
114040102	Productos agropecuarios y alimentos para transferir	6	ACTIVO
114040103	Materiales y productos de uso en la construcción y mantenimiento para transferir	6	ACTIVO
114040104	Herramientas, repuestos y accesorios para transferir	6	ACTIVO
114040105	Útiles, materiales y suministros diversos para transferir	6	ACTIVO
1140402	Propiedades, planta y equipos para transferir	5	ACTIVO
114040201	Tierras y terrenos para transferir	6	ACTIVO
114040202	Edificios para transferir	6	ACTIVO
114040203	Maquinaria y equipos para la producción para transferir	6	ACTIVO
114040204	Equipos de transporte, tracción y elevación para transferir	6	ACTIVO
114040205	Equipos de comunicación para transferir	6	ACTIVO
114040206	Equipos y mobiliario de oficina para transferir	6	ACTIVO
114040207	Equipos para computación para transferir	6	ACTIVO
114040208	Equipos sanitarios, de laboratorio e investigación para transferir	6	ACTIVO
114040209	Equipos y mobiliario educacional, deportivo y recreativo para transferir	6	ACTIVO
114040210	Equipos de seguridad, orden, vigilancia y control público para transferir	6	ACTIVO
114040211	Semovientes para transferir	6	ACTIVO
114040212	Maquinarias, equipos y mobiliarios diversos para transferir	6	ACTIVO
1140403	Activos biológicos para transferir	5	ACTIVO
114040301	Plantas y árboles para transferir	6	ACTIVO
114040302	Semovientes para transferir	6	ACTIVO
1140404	Bienes de infraestructura y de beneficio y uso público para transferir	5	ACTIVO
114040401	Vías de comunicación terrestre para transferir	6	ACTIVO
114040402	Obras marítimas y fluviales para transferir	6	ACTIVO
114040403	Centrales y redes de comunicación y energía para transferir	6	ACTIVO
114040404	Otros bienes de infraestructura y de beneficio y uso público para transferir	6	ACTIVO
11499	Previsiones para deterioro y pérdidas de inventario *	4	ACTIVO
1149901	Previsiones para deterioro y pérdidas de materiales y suministros para consumo y prestación de servicios *	5	ACTIVO
114990101	Previsiones para deterioro y pérdidas de productos químicos y conexos *	6	ACTIVO
114990102	Previsiones para deterioro y pérdidas de productos agropecuarios y alimentos *	6	ACTIVO
114990103	Previsiones para deterioro y pérdidas de materiales y productos de uso en la construcción y mantenimiento *	6	ACTIVO
114990104	Previsiones para deterioro y pérdidas de herramientas, repuestos y accesorios *	6	ACTIVO
114990199	Previsiones para deterioro y pérdidas de útiles, materiales y suministros diversos *	6	ACTIVO
1149902	Previsiones para deterioro y pérdidas de bienes para la venta *	5	ACTIVO
114990202	Previsiones para deterioro y pérdidas de productos terminados *	6	ACTIVO
114990203	Previsiones para deterioro y pérdidas de construcciones terminadas *	6	ACTIVO
114990204	Previsiones para deterioro y pérdidas de bienes adquiridos para la venta *	6	ACTIVO
114990299	Previsiones para deterioro y pérdidas de otros bienes destinados a la venta *	6	ACTIVO
1149903	Previsiones para deterioro y pérdidas de materias primas y bienes en producción *	5	ACTIVO
114990301	Previsiones para deterioro y pérdidas de materias primas *	6	ACTIVO
114990302	Previsiones para deterioro y pérdidas de productos en proceso *	6	ACTIVO
114990303	Previsiones para deterioro y pérdidas de construcciones en proceso *	6	ACTIVO
119	Otros activos a corto plazo	3	ACTIVO
11901	Gastos a devengar a corto plazo	4	ACTIVO
1190101	Servicios a devengar c/p	5	ACTIVO
119010101	Primas y gastos de seguros a devengar c/p	6	ACTIVO
119010102	Alquileres y derechos sobre bienes a devengar c/p	6	ACTIVO
119010103	Reparaciones y mejoras sobre inmuebles de terceros arrendados c/p	6	ACTIVO
119010199	Otros servicios a devengar c/p	6	ACTIVO
1190199	Otros gastos a devengar c/p	5	ACTIVO
119019999	Otros gastos a devengar c/p	6	ACTIVO
11902	Cuentas transitorias	4	ACTIVO
1190201	Registros transitorios	5	ACTIVO
119020101	Registros transitorios de transacciones sin movimiento de fondos	6	ACTIVO
119020102	Registros transitorios de transacciones de activos adquiridos por caja chica	6	ACTIVO
11999	Activos a corto plazo sujetos a depuración contable	4	ACTIVO
1199902	Inversiones a corto plazo sujetas a depuración	5	ACTIVO
119990201	Títulos y valores a valor razonable a corto plazo sujetos a depuración	6	ACTIVO
119990202	Títulos y valores a costo amortizado a corto plazo sujetos a depuración	6	ACTIVO
119990203	Instrumentos derivados a corto plazo sujetos a depuración	6	ACTIVO
119990298	Otras inversiones financieras a corto plazo sujetas a depuración	6	ACTIVO
1199903	Cuentas a cobrar a corto plazo sujetas a depuración	5	ACTIVO
1199903	Cuentas a cobrar a corto plazo sujetas a depuración	5	ACTIVO
119990301	Impuestos a cobrar a corto plazo sujetos a depuración	6	ACTIVO
119990302	Contribuciones sociales a cobrar a corto plazo sujetas a depuración	6	ACTIVO
119990303	Ventas a cobrar a corto plazo sujetas a depuración	6	ACTIVO
119990304	Servicios y derechos a cobrar a corto plazo sujetos a depuración	6	ACTIVO
119990305	Ingresos de la propiedad a cobrar a corto plazo sujetos a depuración	6	ACTIVO
119990306	Transferencias a cobrar a corto plazo sujetas a depuración	6	ACTIVO
119990307	Préstamos a cobrar a corto plazo sujetos a depuración	6	ACTIVO
119990308	Documentos a cobrar a corto plazo sujetos a depuración	6	ACTIVO
119990309	Anticipos a corto plazo sujetos a depuración	6	ACTIVO
119990310	Deudores por avales a corto plazo sujetos a depuración	6	ACTIVO
119990397	Cuentas a cobrar en gestión judicial sujetas a depuración	6	ACTIVO
119990398	Otras cuentas a cobrar a corto plazo sujetas a depuración	6	ACTIVO
1199904	Inventarios sujetos a depuración	5	ACTIVO
119990401	Materiales y suministros para consumo y prestación de servicios sujetos a depuración	6	ACTIVO
119990402	Bienes para la venta sujetos a depuración	6	ACTIVO
119990403	Materias primas y bienes en producción sujetos a depuración	6	ACTIVO
1199999	Otros activos a corto plazo sujetos a depuración	5	ACTIVO
119999901	Gastos a devengar a corto plazo sujetos a depuración	6	ACTIVO
12	Activo No Corriente	2	ACTIVO
122	Inversiones a largo plazo	3	ACTIVO
12201	Títulos y valores a valor razonable a largo plazo	4	ACTIVO
1220101	Títulos y valores a valor razonable del sector privado interno l/p	5	ACTIVO
122010101	Títulos y valores a valor razonable de empresas privadas l/p	6	ACTIVO
122010199	Títulos y valores a valor razonable de otras unidades del sector privado l/p	6	ACTIVO
1220102	Títulos y valores a valor razonable del sector público interno l/p	5	ACTIVO
122010205	Títulos y valores a valor razonable de Empresas Públicas no Financieras l/p	6	ACTIVO
122010206	Títulos y valores a valor razonable de Instituciones Públicas Financieras l/p	6	ACTIVO
122010299	Títulos y valores a valor razonable de otras Instituciones de Gobiernos Locales l/p	6	ACTIVO
1220103	Títulos y valores a valor razonable del sector externo l/p	5	ACTIVO
122010399	Títulos y valores a valor razonable de otras unidades del sector externo l/p	6	ACTIVO
12202	Títulos y valores a costo amortizado a largo plazo	4	ACTIVO
1220201	Títulos y valores a costo amortizado del sector privado interno l/p	5	ACTIVO
122020101	Títulos y valores a costo amortizado de empresas privadas l/p	6	ACTIVO
122020199	Títulos y valores a costo amortizado de otras unidades del sector privado l/p	6	ACTIVO
1220202	Títulos y valores a costo amortizado del sector público interno l/p	5	ACTIVO
122020201	Títulos y valores a costo amortizado del Gobierno Central l/p	6	ACTIVO
122020203	Títulos y valores a costo amortizado de Instituciones Descentralizadas no Empresariales l/p	6	ACTIVO
122020204	Títulos y valores a costo amortizado de Gobiernos Locales l/p	6	ACTIVO
122020205	Títulos y valores a costo amortizado de Empresas Públicas no Financieras l/p	6	ACTIVO
122020206	Títulos y valores a costo amortizado de Instituciones Públicas Financieras l/p	6	ACTIVO
122020299	Títulos y valores a costo amortizado de otras Instituciones de Gobiernos Locales l/p	6	ACTIVO
1220203	Títulos y valores a costo amortizado del sector externo l/p	5	ACTIVO
122020301	Títulos y valores a costo amortizado de gobiernos extranjeros l/p	6	ACTIVO
122020302	Títulos y valores a costo amortizado de organismos financieros internacionales l/p	6	ACTIVO
122020399	Títulos y valores a costo amortizado de otras unidades del sector externo l/p	6	ACTIVO
12203	Instrumentos Derivados a largo plazo	4	ACTIVO
1220301	Instrumentos derivados del sector privado interno l/p	5	ACTIVO
122030101	Contratos a término y futuros del sector privado interno l/p	6	ACTIVO
122030102	Permutas financieras del sector privado interno l/p	6	ACTIVO
122030103	Opciones de venta compradas del sector privado interno l/p	6	ACTIVO
122030104	Opciones de compra compradas del sector privado interno l/p	6	ACTIVO
122030199	Otros instrumentos derivados del sector privado interno l/p	6	ACTIVO
1220302	Instrumentos derivados del sector público interno l/p	5	ACTIVO
122030201	Contratos a término y futuros del sector público interno l/p	6	ACTIVO
122030202	Permutas financieras del sector público interno l/p	6	ACTIVO
122030203	Opciones de venta compradas del sector público interno l/p	6	ACTIVO
122030204	Opciones de compra compradas del sector público interno l/p	6	ACTIVO
122030299	Otros instrumentos derivados del sector público interno l/p	6	ACTIVO
1220303	Instrumentos derivados del sector externo l/p	5	ACTIVO
122030301	Contratos a término y futuros del sector externo l/p	6	ACTIVO
122030302	Permutas financieras del sector externo l/p	6	ACTIVO
122030303	Opciones de venta compradas del sector externo l/p	6	ACTIVO
122030304	Opciones de compra compradas del sector externo l/p	6	ACTIVO
122030399	Otros instrumentos derivados del sector externo l/p	6	ACTIVO
12298	Otras inversiones a largo plazo	4	ACTIVO
1229802	Títulos y valores al costo l/p	5	ACTIVO
122980201	Títulos y valores al costo del sector privado interno l/p	6	ACTIVO
122980202	Títulos y valores al costo del sector público interno l/p	6	ACTIVO
122980203	Títulos y valores al costo del sector externo l/p	6	ACTIVO
1229899	Inversiones varias l/p	5	ACTIVO
122989901	Inversiones varias en el sector privado interno l/p	6	ACTIVO
122989902	Inversiones varias en el sector público interno l/p	6	ACTIVO
122989903	Inversiones varias en el sector externo l/p	6	ACTIVO
12299	Previsiones para deterioro de inversiones a largo plazo *	4	ACTIVO
1229902	Previsiones para títulos a costo amortizado l/p *	5	ACTIVO
122990201	Previsiones para títulos a costo amortizado del sector privado interno l/p *	6	ACTIVO
122990202	Previsiones para títulos a costo amortizado del sector público interno l/p *	6	ACTIVO
122990203	Previsiones para títulos a costo amortizado del sector externo l/p *	6	ACTIVO
1229998	Previsiones para otras inversiones financieras l/p *	5	ACTIVO
122999802	Previsiones para títulos y valores al costo l/p *	6	ACTIVO
122999899	Previsiones para otras inversiones l/p *	6	ACTIVO
123	Cuentas a cobrar a largo plazo	3	ACTIVO
12303	Ventas a cobrar a largo plazo	4	ACTIVO
1230301	Ventas de bienes a cobrar l/p	5	ACTIVO
123030103	Ventas de construcciones terminadas a cobrar l/p	6	ACTIVO
123030104	Ventas de propiedades, planta y equipos a cobrar l/p	6	ACTIVO
123030105	Ventas de bienes intangibles a cobrar l/p	6	ACTIVO
1230302	Arrendamientos financieros a cobrar l/p	5	ACTIVO
123030202	Arrendamientos financieros de productos terminados a cobrar l/p	6	ACTIVO
123030203	Arrendamientos financieros de construcciones terminadas a cobrar l/p	6	ACTIVO
123030204	Arrendamientos financieros de propiedades, planta y equipos a cobrar l/p	6	ACTIVO
123030205	Arrendamientos financieros de bienes intangibles a cobrar l/p	6	ACTIVO
1230303	Ventas de inversiones a cobrar l/p	5	ACTIVO
123030301	Ventas de títulos y valores a cobrar l/p	6	ACTIVO
123030302	Ventas de inversiones patrimoniales a cobrar l/p	6	ACTIVO
123030399	Ventas de otras inversiones a cobrar l/p	6	ACTIVO
12307	Préstamos a largo plazo	4	ACTIVO
1230701	Préstamos al sector privado interno l/p	5	ACTIVO
123070101	Préstamos a empresas privadas l/p	6	ACTIVO
123070199	Préstamos a otras unidades del sector privado l/p	6	ACTIVO
1230702	Préstamos al sector público interno l/p	5	ACTIVO
123070201	Préstamos al Gobierno Central l/p	6	ACTIVO
123070202	Préstamos a Órganos Desconcentrados l/p	6	ACTIVO
123070203	Préstamos a Instituciones Descentralizadas no Empresariales l/p	6	ACTIVO
123070204	Préstamos a Gobiernos Locales l/p	6	ACTIVO
123070205	Préstamos a Empresas Públicas no Financieras l/p	6	ACTIVO
123070206	Préstamos a Instituciones Públicas Financieras l/p	6	ACTIVO
123070299	Préstamos a otras Instituciones de Gobiernos Locales l/p	6	ACTIVO
1230703	Préstamos al sector externo l/p	5	ACTIVO
123070301	Préstamos a gobiernos extranjeros l/p	6	ACTIVO
123070302	Préstamos a organismos financieros internacionales l/p	6	ACTIVO
123070399	Préstamos a otras unidades del sector externo l/p	6	ACTIVO
12308	Documentos a cobrar a largo plazo	4	ACTIVO
1230801	Documentos a cobrar por ventas internas de bienes y servicios l/p	5	ACTIVO
123080101	Documentos a cobrar por ventas internas de bienes l/p	6	ACTIVO
123080102	Documentos a cobrar por ventas internas de servicios l/p	6	ACTIVO
1230802	Documentos a cobrar por fraccionamiento y arreglos de pago l/p	5	ACTIVO
123080201	Documentos a cobrar por fraccionamientos de pago por impuestos l/p	6	ACTIVO
123080202	Documentos a cobrar por fraccionamientos de pago por contribuciones sociales l/p	6	ACTIVO
123080299	Documentos a cobrar por otros fraccionamientos y arreglos de pago l/p	6	ACTIVO
1230803	Documentos a cobrar por deudores por pérdidas y deterioro de bienes l/p	5	ACTIVO
123080301	Documentos a cobrar por deudores por pérdidas y deterioro de inventarios l/p	6	ACTIVO
123080302	Documentos a cobrar por deudores por pérdidas y deterioro de bienes no concesionados l/p	6	ACTIVO
123080303	Documentos a cobrar por deudores por pérdidas y deterioro de bienes concesionados l/p	6	ACTIVO
